,Open.Price,High.Price,Low.Price,Close.Price,Volume,LMNIDS03,DXY,NKY,SPX,SX5E,UKX,VIX,SHSZ300
2014-06-11,18700.0,18790.0,18229.0,18305.0,16021.0,1763.0,80.82,15069.48,1950.79,3313.8,6873.55,10.99,2160.77
2014-06-12,18280.0,18367.0,17700.0,18000.0,21204.0,2380.0,80.788,14973.53,1943.89,3289.09,6838.87,11.6,2153.41
2014-06-13,18150.0,18345.0,17810.0,18070.0,10215.0,2785.0,80.57600000000002,15097.84,1930.11,3284.28,6843.11,12.56,2176.24
2014-06-16,18070.0,18734.0,18070.0,18650.0,11032.0,1344.0,80.57600000000002,14933.29,1936.16,3282.84,6777.85,12.18,2191.86
2014-06-17,18700.0,19224.0,18574.0,19120.0,19262.0,31589.0,80.471,14975.97,1937.78,3261.42,6754.64,12.65,2169.67
2014-06-18,19180.0,19275.0,18530.0,18740.0,13917.0,1764.0,80.62899999999998,15115.8,1941.99,3275.33,6766.77,12.06,2160.24
2014-06-19,18600.0,18700.0,18290.0,18550.0,11531.0,1193.0,80.584,15361.16,1956.98,3279.2,6778.56,10.61,2126.91
2014-06-20,18554.0,18765.0,18265.0,18400.0,9351.0,1771.0,80.317,15349.42,1959.48,3314.8,6808.11,10.62,2136.73
2014-06-23,18480.0,18721.0,18332.0,18425.0,6719.0,711.0,80.372,15369.28,1962.87,3302.36,6825.2,10.85,2134.11
2014-06-24,18355.0,18424.0,18096.0,18130.0,8233.0,1025.0,80.27199999999998,15376.24,1962.61,3282.58,6800.56,10.98,2144.82
2014-06-25,18199.0,18640.0,18082.0,18575.0,8826.0,1144.0,80.327,15266.61,1949.98,3284.81,6787.07,12.13,2133.37
2014-06-26,18560.0,18915.0,18510.0,18800.0,9974.0,1490.0,80.225,15308.49,1959.53,3252.31,6733.62,11.59,2149.08
2014-06-27,18875.0,19000.0,18701.0,18920.0,8870.0,2103.0,80.22,15095.0,1957.22,3233.19,6735.12,11.63,2150.26
2014-06-30,18820.0,19120.0,18716.0,19040.0,9455.0,1515.0,80.039,15162.1,1960.96,3227.85,6757.77,11.26,2165.12
2014-07-01,19135.0,19200.0,18870.0,19125.0,11167.0,1537.0,79.775,15326.2,1960.23,3228.24,6743.94,11.57,2164.56
2014-07-02,19168.0,19800.0,18875.0,19630.0,20572.0,2179.0,79.815,15369.97,1973.32,3258.71,6802.92,11.15,2170.87
2014-07-03,19775.0,19990.0,19632.77,19875.0,10946.0,1436.0,79.956,15348.29,1974.62,3252.25,6816.37,10.82,2180.19
2014-07-04,19889.0,19889.0,19360.0,19400.0,8727.0,2057.0,80.212,15437.13,,3289.75,6865.21,,2178.7
2014-07-07,19400.0,19435.0,19090.0,19330.0,9737.0,1502.0,80.26899999999998,15379.44,1985.44,3270.47,6866.05,10.32,2176.29
2014-07-08,19350.0,19800.0,19242.0,19775.0,9917.0,1149.0,80.218,15314.41,1977.65,3230.92,6823.51,11.33,2180.47
2014-07-09,19670.0,19850.0,19384.0,19525.0,8224.0,887.0,80.179,15302.65,1963.71,3184.38,6738.45,11.98,2148.71
2014-07-10,19475.0,19539.0,19015.0,19250.0,9387.0,1101.0,79.993,15216.47,1972.83,3203.1,6718.04,11.65,2142.85
2014-07-11,19275.0,19429.0,19081.0,19380.0,9200.0,1630.0,80.127,15164.04,1964.68,3150.59,6672.37,12.59,2148.01
2014-07-14,19450.0,19520.0,19162.0,19350.0,6275.0,1090.0,80.187,15296.82,1967.57,3157.05,6690.17,12.08,2171.76
2014-07-15,19354.0,19405.0,19200.0,19325.0,6600.0,8534.0,80.188,15395.16,1977.1,3185.86,6746.14,11.82,2174.98
2014-07-16,19350.0,19400.0,19167.0,19300.0,5413.0,709.0,80.39,15379.3,1973.28,3153.75,6710.45,11.96,2170.87
2014-07-17,19220.0,19300.0,19075.0,19200.0,6653.0,842.0,80.559,15370.26,1981.57,3202.94,6784.67,11.0,2157.07
2014-07-18,19300.0,19300.0,18537.0,18660.0,17538.0,2065.0,80.505,15215.71,1958.12,3157.82,6738.32,14.54,2164.14
2014-07-21,18600.0,18894.0,18465.0,18825.0,11075.0,1076.0,80.524,,1978.22,3164.21,6749.45,12.06,2166.3
2014-07-22,18810.0,19207.0,18810.0,19100.0,10520.0,1311.0,80.56,15343.28,1973.63,3137.06,6728.44,12.81,2192.7
2014-07-23,19099.0,19100.0,18950.0,19050.0,6568.0,922.0,80.781,15328.56,1983.53,3189.22,6795.34,12.24,2197.83
2014-07-24,19050.0,19280.0,19050.0,19160.0,8068.0,1279.0,80.82300000000002,15284.42,1987.01,3193.13,6798.15,11.52,2237.01
2014-07-25,19182.0,19400.0,19053.0,19200.0,9447.0,1880.0,80.872,15457.87,1987.98,3220.07,6821.46,11.84,2260.45
2014-07-28,19150.0,19250.0,18722.0,18800.0,10446.0,1413.0,81.029,15529.4,1978.34,3174.99,6791.55,12.69,2323.9
2014-07-29,18825.0,18936.0,18500.0,18650.0,10788.0,1355.0,81.025,15618.07,1978.91,3171.55,6788.07,12.56,2331.37
2014-07-30,18626.0,19055.0,18551.0,18960.0,8057.0,837.0,81.214,15646.23,1969.95,3190.54,6807.75,13.28,2322.01
2014-07-31,18960.0,19100.0,18450.0,18505.0,13389.0,1714.0,81.432,15620.77,1970.07,3169.23,6773.44,13.33,2350.25
2014-08-01,18550.0,18695.0,18305.0,18405.0,14377.0,2341.0,81.456,15523.11,1930.67,3115.51,6730.11,16.95,2329.4
2014-08-04,18350.0,18590.0,18335.0,18500.0,7257.0,1280.0,81.30199999999998,15474.5,1925.15,3072.57,6679.18,17.03,2375.62
2014-08-05,18516.0,18651.5,18400.0,18420.0,5790.0,1107.0,81.328,15320.31,1938.99,3070.46,6677.52,15.12,2369.35
2014-08-06,18450.0,18836.0,18256.0,18730.0,14819.0,1745.0,81.328,15159.79,1920.21,3072.2,6682.48,16.87,2363.22
2014-08-07,18780.0,19160.0,18700.0,18905.0,17371.0,2200.0,81.444,15232.37,1920.24,3050.37,6636.16,16.37,2327.46
2014-08-08,18875.0,18960.0,18505.0,18560.0,10244.0,2173.0,81.524,14778.37,1909.57,3012.88,6597.37,16.66,2331.13
2014-08-11,18600.0,18762.0,18430.0,18650.0,8381.0,1111.0,81.389,15130.52,1931.59,3006.83,6567.36,15.77,2365.35
2014-08-12,18676.0,19050.0,18446.0,18750.0,11040.0,1675.0,81.46600000000002,15161.31,1936.92,3047.56,6632.82,14.23,2357.05
2014-08-13,18740.0,18850.0,18549.0,18560.0,9769.0,1422.0,81.5,15213.63,1933.75,3023.77,6632.42,14.13,2358.9
2014-08-14,18572.0,18710.0,18492.0,18680.0,8886.0,1071.0,81.596,15314.57,1946.72,3056.17,6656.68,12.9,2335.95
2014-08-15,18610.0,18840.0,18551.5,18670.0,6864.0,1366.0,81.58800000000002,15318.34,1955.18,3058.16,6685.26,12.42,2360.64
2014-08-18,18702.0,18744.0,18425.0,18495.0,11423.0,1648.0,81.42399999999998,15322.6,1955.06,3033.52,6689.08,13.15,2374.56
2014-08-19,18525.0,18670.0,18517.0,18550.0,12205.0,21430.0,81.57600000000002,15449.79,1971.74,3073.45,6741.25,12.32,2374.77
2014-08-20,18635.0,19069.0,18608.0,18950.0,15896.0,2101.0,81.883,15454.45,1981.6,3091.11,6779.31,12.21,2366.14
2014-08-21,18873.0,18973.0,18755.0,18825.0,9649.0,1400.0,82.226,15586.2,1986.51,3083.5,6755.48,11.78,2354.24
2014-08-22,18860.0,18900.0,18650.0,18750.0,5738.0,1870.0,82.154,15539.19,1992.37,3124.56,6777.66,11.76,2365.36
2014-08-25,,,,,,,82.336,15613.25,1988.4,3098.5,,11.47,2342.86
2014-08-26,18751.0,19000.0,18750.0,18950.0,9462.0,1445.0,82.54899999999998,15521.22,1997.92,3165.47,6775.25,11.7,2324.09
2014-08-27,18910.0,18975.0,18680.0,18850.0,10824.0,1450.0,82.65,15534.82,2000.02,3197.54,6822.76,11.63,2327.59
2014-08-28,18825.0,18889.0,18613.0,18650.0,10782.0,2215.0,82.428,15459.86,2000.12,3194.45,6830.66,11.78,2311.28
2014-08-29,18651.0,18825.0,18350.0,18800.0,19550.0,2498.0,82.477,15424.59,1996.74,3164.44,6805.8,12.05,2338.29
2014-09-01,18800.0,18895.0,18689.0,18745.0,6058.0,885.0,82.74799999999998,15476.6,,3172.63,6819.75,,2355.32
2014-09-02,18690.0,18760.0,18515.0,18550.0,7512.0,1404.0,82.74799999999998,15668.6,2003.37,3175.05,6825.31,11.98,2386.46
2014-09-03,18513.0,19085.0,18512.0,19075.0,19896.0,2894.0,82.992,15728.35,2002.28,3180.29,6829.17,12.25,2408.84
2014-09-04,19030.0,19498.0,19020.0,19395.0,20760.0,2730.0,82.865,15676.18,2000.72,3218.84,6873.58,12.36,2426.22
2014-09-05,19350.0,19599.0,19311.0,19575.0,12673.0,1615.0,83.82,15668.68,1997.65,3277.25,6877.97,12.64,2449.26
2014-09-08,19597.0,19940.0,19550.0,19930.0,16891.0,2349.0,83.73899999999998,15705.11,2007.71,3275.25,6855.1,12.09,
2014-09-09,19852.0,19929.0,18827.0,18925.0,23786.0,2295.0,84.23200000000001,15749.15,2001.54,3267.54,6834.77,12.66,2445.22
2014-09-10,18909.0,19000.0,18600.0,18740.0,12676.0,1327.0,84.27799999999998,15788.78,1988.44,3245.43,6829.0,13.5,2432.43
2014-09-11,18740.0,18843.0,18327.0,18425.0,16675.0,2116.0,84.28299999999999,15909.2,1995.69,3244.16,6830.11,12.88,2423.45
2014-09-12,18380.0,18698.0,18320.0,18400.0,10224.0,1412.0,84.29799999999999,15948.29,1997.45,3237.76,6799.62,12.8,2438.36
2014-09-15,18375.0,18474.0,18049.0,18050.0,18091.0,2505.0,84.24,,1985.54,3235.07,6806.96,13.31,2437.19
2014-09-16,18100.0,18310.0,17770.0,18100.0,21498.0,1974.0,84.264,15911.53,1984.13,3231.7,6804.21,14.12,2388.76
2014-09-17,18274.0,18377.0,17950.0,18080.0,18174.0,28221.0,84.074,15888.67,1998.98,3221.73,6792.24,12.73,2401.33
2014-09-18,18140.0,18140.0,17851.0,17905.0,7767.0,974.0,84.345,16067.57,2001.57,3237.44,6780.9,12.65,2408.66
2014-09-19,17895.0,17978.0,17750.0,17775.0,7603.0,1048.0,84.323,16321.17,2011.36,3271.37,6819.29,12.03,2425.21
2014-09-22,17854.0,17854.0,16924.0,17025.0,22967.0,2403.0,84.735,16205.9,2010.4,3273.25,6837.92,12.11,2378.92
2014-09-23,16935.0,17248.0,16483.0,17125.0,14009.0,1464.0,84.75200000000002,,1994.29,3257.48,6773.63,13.69,2399.46
2014-09-24,17200.0,17474.0,17072.0,17400.0,12272.0,1523.0,84.65799999999999,16167.45,1982.77,3205.93,6676.08,14.93,2441.86
2014-09-25,17480.0,17501.0,17212.0,17325.0,8756.0,1878.0,85.037,16374.14,1998.3,3244.01,6706.27,13.27,2436.97
2014-09-26,17285.0,17456.0,16851.0,16980.0,12860.0,1794.0,85.195,16229.86,1965.99,3202.31,6639.71,15.64,2437.2
2014-09-29,16940.0,16940.0,16547.0,16675.0,11801.0,2710.0,85.64,16310.64,1982.85,3219.58,6649.39,14.85,2447.8
2014-09-30,16720.0,16825.0,16265.0,16310.0,16124.0,2561.0,85.59100000000002,16173.52,1977.8,3186.95,6646.6,15.98,2450.99
2014-10-01,16310.0,16310.0,15869.0,16095.0,15330.0,1574.0,85.936,16082.25,1972.29,3225.93,6622.72,16.31,
2014-10-02,16161.0,16297.0,16000.0,16025.0,8298.0,2026.0,85.97200000000002,15661.99,1946.16,3195.08,6557.52,16.71,
2014-10-03,16149.0,16666.0,16085.0,16550.0,10752.0,2289.0,85.601,15708.65,1946.17,3106.42,6446.39,16.16,
2014-10-06,16595.0,16823.0,16455.0,16700.0,8136.0,1556.0,86.694,15890.95,1967.9,3133.37,6527.91,14.55,
2014-10-07,16786.0,16999.0,16600.0,16950.0,10119.0,1201.0,85.928,15783.83,1964.82,3138.67,6563.65,15.46,
2014-10-08,16901.0,16950.0,16380.0,16535.0,8370.0,1387.0,85.67200000000003,15595.98,1935.1,3082.1,6495.58,17.2,2478.38
2014-10-09,16475.0,16843.0,16475.0,16675.0,8120.0,1061.0,85.29700000000003,15478.93,1968.89,3053.31,6482.24,15.11,2481.95
2014-10-10,16570.0,16694.0,16351.0,16375.0,8518.0,1735.0,85.522,15300.55,1928.21,3042.45,6431.85,18.76,2466.79
2014-10-13,16415.0,16645.0,16375.0,16455.0,4149.0,559.0,85.912,,1906.13,2991.5,6339.97,21.24,2454.95
2014-10-14,16428.0,16629.0,16225.0,16350.0,9143.0,1212.0,85.53200000000002,14936.51,1874.74,2998.32,6366.24,24.64,2446.56
2014-10-15,16350.0,16490.0,15725.0,15830.0,14259.0,2063.0,85.822,15073.52,1877.7,3000.99,6392.68,22.79,2463.87
2014-10-16,15799.0,15849.0,15340.0,15465.0,17142.0,2073.0,85.147,14738.38,1862.49,2892.55,6211.64,26.25,2444.39
2014-10-17,15600.0,15889.0,15470.0,15700.0,10147.0,2572.0,84.955,14532.51,1862.76,2874.65,6195.91,25.2,2441.73
2014-10-20,15789.0,15835.0,15216.0,15370.0,12491.0,1963.0,85.11,15111.23,1886.76,2962.24,6310.29,21.99,2454.71
2014-10-21,15350.0,15430.0,15080.0,15300.0,13719.0,21645.0,84.95299999999997,14804.28,1904.01,2927.3,6267.07,18.57,2433.39
2014-10-22,15350.0,15436.0,15190.0,15210.0,8831.0,1435.0,85.303,15195.77,1941.28,2991.46,6372.33,16.08,2418.64
2014-10-23,15328.0,15375.0,15011.5,15145.0,10330.0,1370.0,85.741,15138.96,1927.11,3008.53,6399.73,17.87,2395.94
2014-10-24,15230.0,15255.0,14910.0,15010.0,3293.0,1915.0,85.84299999999998,15291.64,1950.82,3044.3,6419.15,16.53,2390.71
2014-10-27,14950.0,15000.0,14700.0,14790.0,11204.0,1581.0,85.73200000000001,15388.72,1964.58,3030.37,6388.73,16.11,2368.83
2014-10-28,14731.0,15650.0,14690.0,15545.0,17141.0,2479.0,85.495,15329.91,1961.63,2998.84,6363.46,16.04,2416.65
2014-10-29,15620.0,15900.0,15425.0,15670.0,15031.0,1465.0,85.40799999999999,15553.91,1985.05,3036.15,6402.17,14.39,2451.38
2014-10-30,15551.0,15825.0,15336.0,15775.0,10483.0,898.0,85.95200000000001,15658.2,1982.3,3022.42,6453.87,15.15,2468.93
2014-10-31,15750.0,16175.0,15639.0,15780.0,14761.0,2069.0,86.147,16413.76,1994.65,3035.9,6463.55,14.52,2508.32
2014-11-03,15661.0,15834.0,15560.0,15750.0,9125.0,1082.0,86.917,,2018.05,3113.32,6546.47,14.03,2512.55
2014-11-04,15700.0,15800.0,15210.0,15280.0,12595.0,1488.0,87.309,16862.47,2017.81,3082.32,6487.97,14.73,2513.17
2014-11-05,15250.0,15369.0,14900.0,15325.0,16872.0,2253.0,86.984,16937.32,2012.1,3034.24,6453.97,14.89,2503.45
2014-11-06,15290.0,15501.0,15230.0,15500.0,6314.0,894.0,87.444,16792.48,2023.57,3091.54,6539.14,14.17,2506.07
2014-11-07,15400.0,15633.0,15320.0,15425.0,10386.0,1650.0,88.012,16880.38,2031.21,3102.07,6551.15,13.67,2502.15
2014-11-10,15376.0,15460.0,15130.0,15250.0,9016.0,1070.0,87.64200000000002,16780.53,2031.92,3064.92,6567.24,13.12,2565.73
2014-11-11,15239.0,15475.0,15100.0,15430.0,7755.0,1111.0,87.81,17124.11,2038.26,3094.6,6611.25,12.67,2558.61
2014-11-12,15470.0,15794.0,15381.0,15610.0,9589.0,1199.0,87.531,17197.05,2039.68,3104.59,6627.4,12.92,2594.32
2014-11-13,15575.0,15766.0,15315.0,15400.0,8806.0,979.0,87.822,17392.79,2038.25,3047.3,6611.04,13.02,2579.75
2014-11-14,15350.0,15641.0,15316.0,15580.0,10801.0,1519.0,87.67399999999998,17490.83,2039.33,3056.8,6635.45,13.79,2581.09
2014-11-17,15544.0,15800.0,15544.0,15795.0,8571.0,958.0,87.525,16973.8,2039.82,3059.99,6654.37,13.31,2567.1
2014-11-18,15757.0,15882.0,15541.0,15650.0,14372.0,11247.0,87.926,17344.06,2041.32,3084.79,6671.97,13.99,2541.42
2014-11-19,15620.0,16300.0,15566.0,16145.0,17966.0,2167.0,87.575,17288.75,2051.8,3120.42,6709.13,13.86,2537.22
2014-11-20,16250.0,16440.0,16087.0,16355.0,13690.0,1812.0,87.647,17300.86,2048.72,3123.12,6696.6,13.96,2537.1
2014-11-21,16305.0,16640.0,16284.0,16625.0,18833.0,3484.0,87.59100000000002,17357.51,2052.75,3102.21,6678.9,13.58,2583.45
2014-11-24,16612.0,16770.0,16431.0,16650.0,12316.0,1479.0,88.31,,2063.5,3194.22,6750.76,12.9,2649.26
2014-11-25,16550.0,16639.0,16321.0,16525.0,13621.0,2573.0,88.15100000000002,17407.62,2069.41,3211.7,6729.79,12.62,2685.56
2014-11-26,16465.0,16479.0,16245.0,16350.0,8813.0,1238.0,87.92,17383.58,2067.03,3226.15,6731.14,12.25,2723.02
2014-11-27,16369.0,16500.0,16350.0,16355.0,6372.0,1221.0,87.60700000000001,17248.5,,3226.08,6729.17,,2754.49
2014-11-28,16371.0,16458.0,16035.0,16275.0,16090.0,2722.0,87.60700000000001,17459.85,2072.83,3244.92,6723.42,12.07,2808.82
2014-12-01,16080.0,16350.0,15868.0,16300.0,16107.0,1938.0,88.35600000000002,17590.1,2067.56,3250.93,6722.62,13.33,2819.81
2014-12-02,16252.0,16350.0,16123.0,16330.0,9096.0,2306.0,87.946,17663.22,2053.44,3232.91,6656.37,14.29,2923.94
2014-12-03,16297.0,16698.0,16238.0,16595.0,16196.0,1785.0,88.647,17720.43,2066.55,3238.35,6742.1,12.85,2967.55
2014-12-04,16565.0,17140.0,16565.0,17120.0,16883.0,1799.0,88.956,17887.21,2074.33,3247.72,6716.63,12.47,3104.35
2014-12-05,17147.0,17200.0,16733.0,16800.0,11805.0,1555.0,88.704,17920.45,2071.92,3191.25,6679.37,12.38,3124.89
2014-12-08,16790.0,16880.0,16618.0,16680.0,9644.0,1396.0,89.334,17935.64,2075.37,3277.38,6742.84,11.82,3252.88
2014-12-09,16655.0,16714.0,16325.0,16540.0,16675.0,2568.0,89.041,17813.38,2060.31,3247.99,6672.15,14.21,3106.91
2014-12-10,16540.0,16620.0,16324.0,16325.0,9777.0,1583.0,88.69,17412.58,2059.82,3162.77,6529.47,14.89,3221.55
2014-12-11,16325.0,16415.0,16180.0,16280.0,11202.0,1804.0,88.271,17257.4,2026.14,3150.95,6500.04,18.53,3183.01
2014-12-12,16230.0,16725.0,16228.0,16675.0,8861.0,1114.0,88.663,17371.58,2035.33,3159.11,6461.7,20.08,3193.23
2014-12-15,16580.0,16860.0,16405.0,16450.0,15980.0,2256.0,88.363,17099.4,2002.33,3067.32,6300.63,21.08,3217.23
2014-12-16,16410.0,16465.0,15925.0,16000.0,15201.0,2852.0,88.46,16755.32,1989.63,2982.9,6182.72,20.42,3303.4
2014-12-17,16000.0,16050.0,15365.0,15625.0,23960.0,3521.0,88.125,16819.73,1972.74,3049.99,6331.83,23.57,3360.6
2014-12-18,15640.0,15849.0,15200.0,15650.0,21741.0,33792.0,89.133,17210.05,2012.89,3051.99,6336.48,19.44,3345.93
2014-12-19,15570.0,15800.0,15354.0,15600.0,10008.0,1321.0,89.235,17621.4,2061.23,3153.77,6466.0,16.81,3383.17
2014-12-22,15650.0,15819.0,15562.0,15650.0,9064.0,1238.0,89.598,17635.14,2070.65,3141.28,6545.27,16.49,3394.48
2014-12-23,15642.0,15685.0,15418.0,15450.0,7984.0,1920.0,89.77,,2078.54,3154.91,6576.74,15.25,3324.92
2014-12-24,15474.0,15625.0,15225.0,15335.0,6815.0,1046.0,90.064,17854.23,2082.17,3192.47,6598.18,14.8,3230.39
2014-12-25,,,,,,,89.96700000000001,17808.75,,,,,3335.42
2014-12-26,,,,,,,89.835,17818.96,2081.88,,,14.37,3445.84
2014-12-29,15220.0,15468.0,15035.0,15050.0,12804.0,1707.0,90.03,17729.84,2088.77,3184.66,6609.93,14.5,3455.45
2014-12-30,15100.0,15254.0,14875.0,15075.0,12732.0,2457.0,90.19,17450.77,2090.57,3185.17,6633.51,15.06,3457.55
2014-12-31,15117.0,15219.0,14925.0,15150.0,6550.0,949.0,89.991,,2080.35,3135.95,6547.0,15.92,3533.7
2015-01-01,,,,,,,90.26899999999999,,,,,,
2015-01-02,15252.0,15252.0,14820.0,14830.0,7016.0,1086.0,90.27600000000001,,2058.9,3146.43,6566.09,19.2,
2015-01-05,14830.0,15201.0,14625.0,15200.0,14044.0,1764.0,91.08,17408.71,2058.2,3139.44,6547.8,17.79,3641.54
2015-01-06,15111.0,15525.0,14780.0,15260.0,12773.0,2274.0,91.37799999999999,16883.19,2020.58,3023.14,6417.16,19.92,3641.06
2015-01-07,15325.0,15567.0,15225.0,15550.0,9870.0,2954.0,91.499,16885.33,2002.61,3007.91,6366.51,21.12,3643.79
2015-01-08,15500.0,15590.0,15261.0,15550.0,10801.0,1262.0,91.89,17167.1,2025.9,3026.79,6419.83,19.31,3559.26
2015-01-09,15460.0,15677.0,15274.0,15300.0,8682.0,1248.0,92.368,17197.73,2062.14,3135.08,6569.96,17.01,3546.72
2015-01-12,15320.0,15360.0,15024.0,15100.0,10077.0,1090.0,91.935,,2044.81,3042.9,6501.14,17.55,3513.58
2015-01-13,15101.0,15160.0,14465.0,14650.0,17185.0,2773.0,91.98299999999999,17087.71,2028.26,3084.18,6501.42,19.6,3514.04
2015-01-14,14544.0,14650.0,13945.0,14310.0,29912.0,3306.0,92.31,16795.96,2023.03,3133.86,6542.2,20.56,3502.42
2015-01-15,14438.0,14705.0,14360.0,14475.0,19920.0,9462.0,92.161,17108.7,2011.27,3089.67,6388.46,21.48,3604.12
2015-01-16,14447.0,14800.0,14401.0,14780.0,10212.0,1125.0,92.352,16864.16,1992.67,3157.36,6498.78,22.39,3635.15
2015-01-19,14750.0,14755.0,14415.0,14475.0,12053.0,1509.0,92.52,17014.29,,3202.24,6550.27,,3355.16
2015-01-20,14500.0,14875.0,14445.0,14775.0,10804.0,2658.0,92.52,17366.3,2019.42,3220.9,6585.53,20.95,3396.22
2015-01-21,14755.0,15140.0,14680.0,15025.0,12342.0,1418.0,93.046,17280.48,2022.55,3244.92,6620.1,19.89,3548.89
2015-01-22,15100.0,15170.0,14605.0,14850.0,15278.0,1871.0,92.904,17329.02,2032.12,3269.73,6728.04,18.85,3567.61
2015-01-23,14795.0,14850.0,14215.0,14350.0,13410.0,1914.0,94.07700000000001,17511.75,2063.15,3322.65,6796.63,16.4,3571.73
2015-01-26,14190.0,14810.0,14015.0,14750.0,14395.0,1731.0,94.762,17468.52,2051.82,3382.55,6832.83,16.66,3607.99
2015-01-27,14690.0,14825.0,14480.0,14790.0,11832.0,2480.0,94.802,17768.3,2057.09,3414.28,6852.4,15.52,3574.93
2015-01-28,14775.0,15070.0,14670.0,15050.0,12077.0,1675.0,94.022,17795.73,2029.55,3372.58,6811.61,17.22,3525.32
2015-01-29,14965.0,14975.0,14745.0,14900.0,8773.0,1093.0,94.46700000000001,17606.22,2002.16,3358.96,6825.94,20.44,3481.8
2015-01-30,14930.0,15170.0,14710.0,15165.0,14245.0,1731.0,94.78200000000001,17674.39,2021.25,3371.83,6810.6,18.76,3434.39
2015-02-02,15085.0,15400.0,14995.0,15325.0,13201.0,1588.0,94.804,17558.04,1994.99,3351.44,6749.4,20.97,3353.96
2015-02-03,15305.0,15505.0,15240.0,15310.0,11853.0,1796.0,94.50399999999999,17335.85,2020.85,3370.11,6782.55,19.43,3437.45
2015-02-04,15375.0,15425.0,14860.0,15125.0,17638.0,2251.0,93.6,17678.74,2050.03,3414.18,6871.8,17.33,3401.77
2015-02-05,15050.0,15176.0,14755.0,15175.0,11069.0,2757.0,93.986,17504.62,2041.51,3415.53,6860.02,18.33,3366.95
2015-02-06,15055.0,15236.0,14900.0,15235.0,10157.0,1086.0,93.569,17648.5,2062.52,3408.96,6865.93,16.85,3312.42
2015-02-09,15115.0,15260.0,15050.0,15155.0,7979.0,889.0,94.698,17711.93,2055.47,3398.16,6853.44,17.29,3345.92
2015-02-10,15165.0,15165.0,14720.0,14825.0,14767.0,2909.0,94.449,17652.68,2046.74,3347.75,6837.15,18.55,3406.94
2015-02-11,14790.0,14900.0,14510.0,14750.0,14756.0,3860.0,94.758,,2068.59,3383.13,6829.12,17.23,3434.12
2015-02-12,14710.0,14850.0,14545.0,14705.0,11923.0,1688.0,94.985,17979.72,2068.53,3374.14,6818.17,16.96,3442.87
2015-02-13,14700.0,14860.0,14600.0,14645.0,9978.0,1404.0,94.094,17913.36,2088.48,3417.61,6828.11,15.34,3469.83
2015-02-16,14690.0,14710.0,14500.0,14600.0,8758.0,1179.0,94.20100000000001,18004.77,,3447.59,6873.52,,3499.48
2015-02-17,14550.0,14552.0,14080.0,14240.0,14666.0,1803.0,94.20100000000001,17987.09,2096.99,3433.3,6857.05,14.69,3522.32
2015-02-18,14240.0,14300.0,14050.0,14255.0,10341.0,2334.0,94.061,18199.17,2100.34,3438.44,6898.13,15.8,
2015-02-19,14275.0,14275.0,13910.0,13985.0,10466.0,1434.0,94.198,18264.79,2099.68,3465.8,6898.08,15.45,
2015-02-20,13980.0,14175.0,13873.0,13955.0,10198.0,20440.0,94.404,18332.3,2097.45,3488.08,6888.9,15.29,
2015-02-23,14045.0,14200.0,13930.0,14125.0,8881.0,972.0,94.25299999999999,18466.92,2110.3,3490.53,6915.2,14.3,
2015-02-24,14110.0,14520.0,14030.0,14350.0,10132.0,1298.0,94.569,18603.48,2109.66,3519.58,6912.16,14.56,
2015-02-25,14355.0,14475.0,14250.0,14385.0,9272.0,1966.0,94.493,18585.2,2115.48,3547.1,6949.63,13.69,3478.73
2015-02-26,14310.0,14575.0,14290.0,14380.0,12887.0,3000.0,94.213,18785.79,2113.86,3541.78,6935.38,13.84,3566.3
2015-02-27,14395.0,14415.0,13985.0,14095.0,12787.0,2393.0,95.292,18797.94,2110.74,3574.94,6949.73,13.91,3572.84
2015-03-02,14120.0,14180.0,13854.0,13855.0,13618.0,2105.0,95.29299999999999,18826.88,2104.5,3599.0,6946.66,13.34,3601.26
2015-03-03,13895.0,13940.0,13610.0,13675.0,14281.0,2089.0,95.462,18815.16,2117.39,3591.09,6940.64,13.04,3507.9
2015-03-04,13675.0,14000.0,13610.0,13940.0,13139.0,1961.0,95.383,18703.6,2107.78,3549.11,6889.13,13.86,3530.82
2015-03-05,13965.0,14270.0,13900.0,14200.0,14945.0,2274.0,95.965,18751.84,2098.53,3583.44,6919.24,14.23,3496.34
2015-03-06,14155.0,14402.0,14050.0,14370.0,13630.0,3123.0,96.37799999999999,18971.0,2101.04,3618.21,6961.14,14.04,3478.52
2015-03-09,14350.0,14675.0,14255.0,14505.0,13730.0,1806.0,97.615,18790.55,2071.26,3617.62,6911.8,15.2,3537.75
2015-03-10,14455.0,14465.0,14020.0,14050.0,11874.0,1475.0,97.588,18665.11,2079.43,3610.28,6876.47,15.06,3520.61
2015-03-11,14050.0,14210.0,13720.0,13775.0,14562.0,1860.0,98.618,18723.52,2044.16,3567.25,6702.84,16.69,3524.65
2015-03-12,13775.0,14075.0,13775.0,13905.0,11085.0,1634.0,99.795,18991.11,2040.24,3649.54,6721.51,16.87,3592.84
2015-03-13,13950.0,14160.0,13861.5,14135.0,10590.0,3006.0,99.435,19254.25,2065.95,3641.32,6761.07,15.42,3617.66
2015-03-16,14075.0,14195.0,13890.0,13925.0,9484.0,1286.0,100.33,19246.06,2053.4,3656.21,6740.58,16.0,3705.67
2015-03-17,13950.0,13950.0,13550.0,13725.0,22131.0,23403.0,99.604,19437.0,2081.19,3706.75,6804.08,15.61,3757.12
